14.7 16397734.66968001 16564052.312957158
14.709999999999999 16453689.14316727 16620589.079414839
14.719999999999999 16509796.189351127 16677280.066353187
14.729999999999999 16566056.119892607 16734125.549634274
14.739999999999998 16622469.246876685 16791125.89968652
14.75 16679035.882812496 16848281.216300942
14.76 16735756.340633705 16905592.09665622
14.77 16792630.933698777 16963058.859456636
14.78 16849659.9757913 17020681.53709509
14.79 16906843.78112017 17078460.757575758
14.799999999999999 16964182.664319996 17136396.54754441
14.809999999999999 17021676.940451358 17194489.4430512
14.819999999999999 17079326.925001036 17252739.793625914
14.83 17137132.93388236 17311147.734587252
14.84 17195095.283435453 17369713.6368861
14.85 17253214.290427517 17428437.92998955
14.86 17311490.27205322 17487320.840647858
14.87 17369923.5459349 17546362.692789968
14.879999999999999 17428514.430122785 17605563.850052245
14.889999999999999 17487263.243095484 17664924.53709509
14.899999999999999 17546170.30376001 17724445.166666668
14.91 17605235.93145227 17784126.09352142
14.92 17664460.445937347 17843967.69122257
14.93 17723844.167409655 17903970.054858934
14.94 17783387.41649334 17964133.706374086
14.95 17843090.514242508 18024458.866248693
14.959999999999999 17902953.78214152 18084945.89550679
14.969999999999999 17962977.542105407 18145595.063740857
14.979999999999999 18023162.116479903 18206406.86572623
14.989999999999998 18083507.82804202 18267381.388192266
15.0 18144014.999999993 18328519.11755486
