0 0 0
0.01 0.01 0.010017314351306166
0.02 0.02 0.02003462870271683
0.03 0.03 0.030051943033437837
0.04 0.04 0.04006925738453503
0.05 0.05 0.05008657174294673
0.06 0.06 0.060103886086729286
0.07 0.07 0.07012120042894474
0.08 0.08 0.08013851478004179
0.09 0.09 0.09015582912486948
0.1 0.1 0.10017314351306181
0.11 0.10999999999999999 0.11019045788401273
0.12 0.12 0.12020777227272712
0.13 0.13 0.13022508649947728
0.14 0.14 0.1402424008516196
0.15 0.15 0.1502597153657263
0.16 0.16 0.16027702976489064
0.17 0.17 0.17029434399686538
0.18 0.18 0.18031165826541268
0.19 0.18999999999999997 0.19032897272204843
0.2 0.2 0.20034628702716847
0.21 0.21 0.21036360125914294
0.22 0.21999999999999997 0.22038091554858968
0.23 0.23 0.23039822993730444
0.24 0.24 0.24041554438349
0.25 0.25 0.25043285864158843
0.26 0.26 0.2604501730146285
0.27 0.27 0.27046748743469146
0.28 0.28 0.2804848016144199
0.29 0.29 0.2905021160658308
0.3 0.3 0.3005194303343784
0.31 0.31 0.31053674479101395
0.32 0.32 0.32055405911703283
0.33 0.33 0.3305713734952974
0.34 0.34 0.34058868782654167
0.35000000000000003 0.35000000000000003 0.3506060022152566
0.36 0.36 0.36062331648902823
0.37 0.37 0.37064063089341676
0.38 0.37999999999999995 0.3806579451201679
0.39 0.39 0.39067525956635346
0.4 0.4 0.40069257384535045
0.41000000000000003 0.41000000000000003 0.4107098882915352
0.42 0.42 0.42072720257053237
0.43 0.43 0.4307445170898633
0.44 0.43999999999999995 0.44076183128526675
0.45 0.44999999999999996 0.4507791456739816
0.46 0.46 0.4607964601044943
0.47000000000000003 0.47000000000000003 0.4708137742737725
0.48 0.48 0.4808310887147336
0.49 0.49 0.4908484031556946
0.5 0.5 0.5008657174294672
0.51 0.51 0.5108830318443051
0.52 0.52 0.5209003460449307
0.53 0.53 0.5309176603657262
0.54 0.54 0.5409349747701147
0.55 0.55 0.5509522890229887
0.56 0.56 0.560969603479624
0.5700000000000001 0.5700000000000001 0.5709869179101361
0.58 0.58 0.5810042321839077
0.59 0.59 0.5910215466353186
0.6 0.6 0.6010388608672934
0.61 0.61 0.61105617513584
0.62 0.62 0.6210734894357371
0.63 0.63 0.6310908038192269
0.64 0.64 0.6411081181347966
0.65 0.65 0.6511254325757573
0.66 0.66 0.6611427468599788
0.67 0.67 0.6711600613479621
0.68 0.68 0.6811773755851622
0.6900000000000001 0.6900000000000001 0.6911946899686523
0.7000000000000001 0.7000000000000001 0.7012120042894475
0.71 0.71 0.7112293185788917
0.72 0.72 0.7212466329780565
0.73 0.7300000000000001 0.731263947419017
0.74 0.74 0.7412812617398118
0.75 0.75 0.7512985760606068
0.76 0.7599999999999999 0.7613158903500525
0.77 0.77 0.7713332047439916
0.78 0.78 0.7813505190491127
0.79 0.79 0.7913678333803571
0.8 0.8 0.801385147800418
0.81 0.81 0.8114024621891333
0.8200000000000001 0.8200000000000001 0.8214197765047024
0.8300000000000001 0.8300000000000001 0.8314370908934162
0.84 0.84 0.8414544051567395
0.85 0.85 0.8514717197074194
0.86 0.86 0.8614890337356321
0.87 0.8700000000000001 0.8715063482288397
0.88 0.8799999999999999 0.8815236626071049
0.89 0.8899999999999999 0.8915409768652035
0.9 0.8999999999999999 0.9015582912486941
0.91 0.9100000000000001 0.9115756055381403
0.92 0.92 0.9215929199843259
0.93 0.93 0.9316102342633253
0.9400000000000001 0.9400000000000001 0.9416275487095109
0.9500000000000001 0.9500000000000001 0.9516448629205854
0.96 0.96 0.9616621773406456
0.97 0.9699999999999999 0.971679491938348
0.98 0.98 0.9816968055851618
0.99 0.99 0.9917141214315571
1.0 1.0 1.0017314351306155
